Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,1/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Venezuela, RB",VEN,"Informal employment, female (% of total non-agricultural employment)",SL.ISV.IFRM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0510006,26.63599968,26.28199959,23.6420002,23.56399918,22.37800026,23.87700081,24.50900078,22.70999908,22.82500076,22.09399986,20.68600082,19.83799934,20.31999969,20.9659996,22.87400055,23.39100075,23.07799911,24.63699913,23.9279995,23.68499947,22.96500015,21.32600021,21.48200035,23.64500046,23.24200058,23.26300049,23.56100082
"Venezuela, RB",VEN,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.11000061,32.07500076,31.90200043,28.72299957,28.61599922,27.35499954,29.54599953,30.75,28.11599922,28.55400085,27.96500015,25.93099976,24.74799919,25.77000046,26.90500069,29.90099907,30.54100037,30.70599937,32.10100174,31.21800041,31.20400047,30.40399933,28.71800041,28.68600082,30.97599983,30.18000031,29.77599907,30.05699921
"Venezuela, RB",VEN,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1970005,16.27199936,15.72099972,14.11200047,14.17300034,13.18599987,13.59500027,13.31099987,12.94299984,12.67199993,11.85499954,11.46100044,11.22200012,11.11299992,11.22399998,11.54300022,12.08300018,11.21000004,13.08899975,12.56200027,12.06700039,11.54100037,10.12100029,10.62100029,12.60999966,12.63700008,13.35299969,13.72700024
"Venezuela, RB",VEN,GDP per person employed (constant 2011 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44432.89063,44687.86719,42926.77734,41544.96484,42603.38672,41983.96875,42942.19141,41868.25391,39937.60547,39583.96484,39491.88281,36631.63672,33279.30859,36663.25,38033.96094,39550.76953,41573.78125,42486.37109,40760.03125,39698.02734,40287.64844,41932.57031,41661.41406,39077.98828,36221.10547,32454.97656,29143.36523,26797.0625
"Venezuela, RB",VEN,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.446000099,3.750999928,3.210999966,2.464999914,2.338999987,3.115999937,3.424000025,2.525000095,2.730000019,3.569000006,3.030999899,3.46600008,4.315000057,5.71600008,5.06400013,4.329999924,3.46600008,3.255000114,2.115999937,3.058000088,3.257999897,2.763999939,2.59100008,1.871999979,2.430999994,3.026000023,4.413000107,4.973999977
"Venezuela, RB",VEN,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.687999964,3.01699996,2.539000034,1.886000037,1.746999979,2.489000082,2.720000029,1.914000034,2.150000095,2.88499999,2.371000051,2.894999981,3.770999908,4.90199995,4.254000187,3.494999886,2.648000002,2.450999975,1.481999993,2.325000048,2.467999935,2,1.863999963,1.281000018,1.79400003,2.437999964,3.836999893,4.340000153
"Venezuela, RB",VEN,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.880000114,5.104000092,4.433000088,3.54399991,3.45600009,4.294000149,4.71999979,3.632999897,3.765000105,4.764999866,4.184000015,4.479000092,5.291999817,7.105000019,6.394999981,5.677000046,4.757999897,4.505000114,3.098999977,4.202000141,4.478000164,3.937000036,3.696000099,2.762000084,3.391000032,3.930000067,5.288000107,5.934000015
"Venezuela, RB",VEN,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.32,,,,,,,46.69,,,,,
"Venezuela, RB",VEN,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.39,,,,,,,37.43,,,,,
"Venezuela, RB",VEN,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.54,,,,,,,68.39,,,,,
"Venezuela, RB",VEN,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.51100159,65.21800232,65.72499847,66.52799988,66.83599854,65.71299744,65.57700348,66.5739975,66.13400269,65.36399841,66.02700043,65.11100006,64.18399811,63.43999863,63.92900085,64.74500275,65.76300049,65.97299957,67.35600281,66.13800049,66.03600311,66.70600128,66.82299805,67.65599823,66.82800293,65.72399902,64.12799835,63.60900116
"Venezuela, RB",VEN,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.08599854,63.67200089,64.08599854,64.77500153,64.97000122,64.22100067,64.02600098,64.75800323,64.52100372,63.91600037,64.41100311,63.79000092,62.98099899,62.24000168,62.64400101,63.31800079,64.09999847,64.20999908,65.0510025,64.23000336,64.16400146,64.64099884,64.73300171,65.31700134,64.81099701,64.06999969,62.76300049,62.17300034
"Venezuela, RB",VEN,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.20800018,68.06199646,68.70500183,69.79799652,70.36000061,68.51200104,68.43099976,69.86799622,69.00900269,67.89199829,68.84799957,67.45500183,66.34899902,65.48699951,66.04199982,67.04699707,68.39299774,68.71800232,70.92199707,69.11399841,68.92900085,69.87799835,70.00099945,71.18299866,69.86799622,68.26300049,66.20200348,65.78299713
"Venezuela, RB",VEN,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.39099979,31.4550004,30.71799994,29.36000037,28.80199933,30.6759994,30.91099954,29.33499956,30.03900003,31.23900008,30.24200034,31.56200075,32.78399992,33.80299997,33.27299976,32.24300003,30.86699915,30.60599995,28.32000041,30.30899954,30.48300028,29.47299957,29.30299997,27.75700021,29.19000077,30.83500004,33.01099968,33.6069994
"Venezuela, RB",VEN,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.08199906,32.16200042,31.44400072,30.07799947,29.56600022,31.2980001,31.58800006,30.08899927,30.69999933,31.85600066,30.91600013,32.12000036,33.35899925,34.38499975,33.86100054,32.85599995,31.5419991,31.32299972,29.24399912,31.14599919,31.29799986,30.32999992,30.15100062,28.62400043,30.00200021,31.54699922,33.68199921,34.34900093
"Venezuela, RB",VEN,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.08400059,30.15399933,29.4010005,28.01999974,27.35899997,29.50999975,29.66499949,27.96999979,28.86100078,30.16099977,29.06699944,30.57099915,31.74600029,32.80900049,32.30599928,31.25300026,29.79699945,29.48899937,26.8930006,29.00499964,29.223001,28.15500045,28.01200008,26.44800091,27.96700025,29.74200034,31.99099922,32.48399925
"Venezuela, RB",VEN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.97100067,57.41899872,58.2840004,57.20500183,56.44599915,55.62799835,56.34899902,56.48899841,54.26200104,55.29800034,55.85599899,53.48899841,52.93899918,55.43500137,57.54000092,59.41500092,60.11199951,60.59600067,59.86600113,59.32799911,59.72200012,59.47000122,59.55400085,59.9280014,59.89799881,59.09600067,58.75699997,58.59400177
"Venezuela, RB",VEN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,,,,,,,,,,,,,,,,31.55999947,,51.45999908,,52.02999878,,57.68000031,57.29000092,55.59999847,48.25,49.08000183,49.56999969,50.72000122,52.56000137,51.68000031,52.20000076,54.34000015,55.08000183,54.47000122,53.54000092,,55.09999847,,58.20000076,56.45000076,55.65000153,57.22000122,57.97999954,,,57.42200089,59.27819824,59.72719955,60.27909851,60.13729858,59.31219864,59.23429871,58.94820023,,,,,,
"Venezuela, RB",VEN,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.24099731,74.45300293,75.25499725,74.58300018,73.9240036,72.74099731,73.24099731,73.06999969,69.81300354,70.66400146,71.41500092,68.83999634,68.53600311,70.43599701,72.15299988,74.01000214,74.3710022,74.53500366,73.52500153,73.12599945,73.40100098,72.95600128,72.82499695,73.06800079,73.05999756,72.65399933,71.98200226,71.71700287
"Venezuela, RB",VEN,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,69.26000214,70.65000153,71.37999725,72.48000336,74.16000366,71.59999847,71.70999908,73.90000153,74.73000336,74.73999786,73.33999634,,73.80000305,,74.90000153,72.31999969,70.80999756,71.26000214,71.56999969,,,71.3234024,73.45149994,73.75969696,74.15809631,73.5,72.73169708,72.67569733,72.20330048,,,,,,
"Venezuela, RB",VEN,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.70500183,40.40100098,41.3409996,39.86999893,39.02700043,38.5890007,39.55199814,40.02399826,38.83800125,40.07699966,40.4659996,38.32799911,37.55599976,40.66199875,43.16699982,45.07799911,46.1230011,46.93700027,46.4980011,45.8409996,46.36700058,46.31999969,46.62799835,47.14500046,47.10800171,45.93299866,45.93199921,45.88000107
"Venezuela, RB",VEN,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,27.04000092,27.30999947,27.57999992,28.79999924,29.38999939,31.62999916,32.59000015,34.70000076,35.36000061,34.13999939,33.72999954,,36.29999924,,41.5,40.63000107,40.52999878,43.22999954,44.43000031,,,43.58039856,45.22290039,45.82080078,46.53699875,46.91839981,46.04790115,45.96020126,45.86790085,,,,,,
"Venezuela, RB",VEN,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.70999908,30.55999947,30.01000023,30.67000008,30.32999992,31.61000061,32.70000076,33.58000183,,,,,,
"Venezuela, RB",VEN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.48899841,34.7820015,34.27500153,33.47200012,33.16400146,34.28699875,34.42300034,33.42599869,33.86600113,34.63600159,33.97299957,34.88899994,35.81600189,36.56000137,36.07099915,35.25500107,34.23699951,34.02700043,32.64400101,33.86199951,33.9640007,33.29399872,33.17699814,32.34400177,33.17200089,34.27600098,35.87200165,36.39099884
"Venezuela, RB",VEN,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.91400146,36.32799911,35.91400146,35.22499847,35.02999878,35.77899933,35.97399902,35.24200058,35.47900009,36.08399963,35.5890007,36.20999908,37.01900101,37.75999832,37.35599899,36.68199921,35.90000153,35.79000092,34.94900131,35.77000046,35.83599854,35.35900116,35.26699829,34.68299866,35.18899918,35.93000031,37.23699951,37.82699966
"Venezuela, RB",VEN,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.79199982,31.93799973,31.29500008,30.20199966,29.63999939,31.48800087,31.56900024,30.13199997,30.99099922,32.10800171,31.15200043,32.54499817,33.65100098,34.51300049,33.95800018,32.95299911,31.60700035,31.28199959,29.07799911,30.88599968,31.07099915,30.12199974,29.99900055,28.81699944,30.13199997,31.73699951,33.79800034,34.21699905
"Venezuela, RB",VEN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.096999884,3.326999903,3.555999994,4.111999989,4.361999989,3.611000061,3.512000084,4.090000153,3.826999903,3.398000002,3.730000019,3.328000069,3.032999992,2.756999969,2.799000025,3.012000084,3.371000051,3.421999931,4.323999882,3.552000046,3.480999947,3.821000099,3.875,4.587999821,3.982000113,3.440999985,2.861000061,2.78399992
"Venezuela, RB",VEN,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.832000017,4.164999962,4.46999979,5.146999836,5.465000153,4.480999947,4.385000229,5.152999878,4.778999805,4.228000164,4.672999859,4.09100008,3.65899992,3.375,3.494999886,3.825999975,4.357999802,4.467999935,5.705999851,4.624000072,4.539000034,5.028999805,5.116000175,6.059000015,5.186999798,4.382999897,3.555000067,3.477999926
"Venezuela, RB",VEN,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.707999945,1.784000039,1.894999981,2.180999994,2.280999899,1.978000045,1.904000044,2.161999941,2.130000114,1.947000027,2.085000038,1.973999977,1.904999971,1.703999996,1.652999997,1.699000001,1.809999943,1.79400003,2.184999943,1.881000042,1.847000003,1.967000008,1.986999989,2.368999958,2.164999962,1.996000051,1.807000041,1.73300004
"Venezuela, RB",VEN,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21300125,39.85900116,40.67300034,38.71099854,37.24499893,35.67599869,36.36899948,36.29499817,32.86199951,34.01399994,34.44200134,30.79999924,29.75,32.7519989,35.29600143,38.37900162,38.60499954,38.52500153,37.06200027,35.34400177,35.54800034,34.40100098,34.24599838,34.56900024,34.2159996,32.95100021,32.15399933,31.54199982
"Venezuela, RB",VEN,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.82369995,38.59479904,38.41400146,38.42089844,37.61349869,35.69639969,34.92480087,34.21310043,,,,,,
"Venezuela, RB",VEN,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.79999924,53.16799927,53.79800034,52.35900116,51.25899887,49.30899811,50.02500153,49.63899994,44.75299835,45.90399933,46.88100052,42.83800125,41.97999954,44.88000107,47.34999847,50.7480011,50.58000183,50.22800064,48.88399887,47.19200134,47.04800034,46.30699921,45.52600098,45.44900131,44.79199982,43.21300125,42.09600067,41.46099854
"Venezuela, RB",VEN,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8445015,50.47299957,50.18780136,50.07249832,48.98619843,47.14929962,46.30469894,45.77159882,,,,,,
"Venezuela, RB",VEN,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.20599937,26.14299965,27.14599991,24.6439991,22.79800034,21.63199997,22.30999947,22.56200027,20.62599945,21.77499962,21.64699936,18.42300034,17.17700005,20.28199959,22.89599991,25.6590004,26.29400063,26.49399948,24.90399933,23.15299988,23.71800041,22.15699959,22.64500046,23.37599945,23.32699966,22.38899994,21.92099953,21.33300018
"Venezuela, RB",VEN,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4144001,26.36009979,26.28219986,26.41090012,25.8878994,23.88409996,23.18169975,22.2826004,,,,,,
"Venezuela, RB",VEN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.63099957,11.77700043,11.27299976,13.89700031,13.51799965,13.53299999,10.81599998,9.984999657,10.19099998,10.61499977,9.654999733,9.970999718,10.7670002,10.49699974,9.763999939,9.161999702,8.737000465,8.498000145,9.211000443,9.123999596,8.295999527,8.034999847,7.446000099,7.815999985,9.076000214,9.833999634,10.2130003,9.994000435
"Venezuela, RB",VEN,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.05900002,16.95499992,16.32999992,20.06900024,19.77499962,19.90200043,15.95400047,14.80099964,14.90299988,15.67399979,14.23999977,14.59700012,15.65400028,15.48099995,14.48799992,13.70800018,13.13799953,12.7489996,13.91699982,13.74699974,12.54699993,12.21000004,11.47900009,11.9989996,13.43500042,13.46000004,14.31499958,14.47599983
"Venezuela, RB",VEN,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,,,,,,,,,,,,-7.7723964,3.871107839,8.611652674,-10.0561804,12.82457907,7.888076378,7.989597469,-2.876189365,-12.60982391,6.211172023,5.882735045,-2.202537195,-10.3065696,0.052563596,0.84799365,-2.612511118,-0.620489197,2.641885972,-5.363855019,8.451153249,2.449077984,-0.388590649,-5.087272918,-2.646598408,2.513088861,0.510215412,15.98949509,-6.065244855,-1.551226512,9.161579185,-1.126104459,-10.17021598,-7.017251046,24.48896363,21.68607147,14.44078243,9.76029893,9.874699308,-19.72420997,12.49343181,2.589530056,1.687939348,-10.00964268,-15.51842074,,,,
"Venezuela, RB",VEN,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,6630.871886,6115.494238,6352.231615,6899.263738,6205.461331,7001.285626,7553.552383,8157.050813,7922.438585,6923.433031,7353.459366,7786.043897,7614.553384,6829.75414,6833.344104,6891.290428,6711.2547,6669.612089,6845.815635,6478.61601,7026.133777,7198.209273,7170.237705,6805.468144,6625.354732,6791.855784,6826.508879,7918.033181,7437.785081,7322.408187,7993.256411,7903.243994,7099.46701,6601.279587,8217.864544,9999.996523,11444.07426,12561.05012,13801.41605,11079.19577,12463.36754,12786.11019,13001.93197,11700.48504,9884.754544,,,,
"Venezuela, RB",VEN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,956.6995469,1047.136098,1140.105082,1358.078848,1699.890154,1952.396868,2214.586257,2576.89872,2766.084188,2762.242316,3310.110019,3892.605078,4026.482257,3891.712495,2681.894821,2830.50066,2887.173677,2118.96137,2716.098454,1810.27721,2000.585327,2250.514673,2428.427357,2353.460746,2245.812991,2965.273617,2589.7911,3208.09734,3453.771199,3640.432664,4146.720506,4343.876726,3138.349562,2762.81128,3613.288844,4669.732535,5929.849815,7468.652445,10317.91426,10630.8553,12463.36754,9639.458518,11492.61232,10963.05376,14451.47468,,,,
"Venezuela, RB",VEN,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,,,,,,,,,,,,-4.986377663,6.904580057,11.71032452,-7.514828874,16.01083838,10.94162441,11.04434551,-0.139082522,-10.16842221,9.143034296,8.766392317,0.428851201,-7.915697038,2.704434181,3.510076066,-0.051047456,1.974769475,5.284685204,-2.982925472,11.10037331,4.873998666,1.899327361,-2.968215544,-0.527197247,4.694464671,2.600423501,18.34551022,-4.198449255,0.366981796,11.24975924,0.731736407,-8.513127889,-5.334535812,26.69640843,23.79805809,16.3848925,11.58484563,11.65913778,-18.45304807,14.22766136,4.127798725,3.171288841,-8.730917837,-14.34660147,,,,
"Venezuela, RB",VEN,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,,,,,,,,,,,76836958633,73005577691,78046306249,87185781986,80633919668,93544086229,1.04E+11,1.15E+11,1.15E+11,1.03E+11,1.13E+11,1.23E+11,1.23E+11,1.13E+11,1.17E+11,1.21E+11,1.21E+11,1.23E+11,1.29E+11,1.26E+11,1.40E+11,1.46E+11,1.49E+11,1.45E+11,1.44E+11,1.51E+11,1.55E+11,1.83E+11,1.75E+11,1.76E+11,1.96E+11,1.97E+11,1.80E+11,1.71E+11,2.16E+11,2.68E+11,3.12E+11,3.48E+11,3.88E+11,3.17E+11,3.62E+11,3.77E+11,3.89E+11,3.55E+11,3.04E+11,,,,
"Venezuela, RB",VEN,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,,,,,,,,,,,11086005698,12500506547,14007831542,17162000301,22088415160,26085949178,30426515055,36405876231,40179948050,41245081313,50790050084,61354458823,65172215007,64669933062,45747185248,49556572554,51878330354,39068973230,51368282632,35098273665,39735537734,45757642118,50509042737,50042678427,48793323572,65795468843,58659032570,74139700558,81403501396,87474824310,1.02E+11,1.08E+11,79741382509,71469847153,95127868377,1.25E+11,1.62E+11,2.07E+11,2.90E+11,3.04E+11,3.62E+11,2.84E+11,3.44E+11,3.32E+11,4.44E+11,,,,
"Venezuela, RB",VEN,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,,,,,,,,,,,23.53402573,23.9304491,24.20433798,27.99792507,40.20817768,32.8478522,30.2064309,28.85713963,24.44114728,26.45210129,26.19581523,22.30675081,14.97735273,9.412097911,16.36842535,15.17603764,10.30421328,13.28362364,11.48177756,14.67443261,22.1895593,16.26652536,11.79932601,8.853346171,13.8498358,15.98519801,25.04140894,27.1924972,20.40529073,23.0886722,29.16789132,23.44152891,24.44369732,24.0784998,31.11487787,36.33783836,35.78202664,30.04108971,30.91084555,16.36530293,25.87023943,25.14651793,20.20663437,13.45987812,2.997932694,,,,
